,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
IPSCG_E3_P5_IP_k27ac_P10,0.0070423,0.002945166,-0.0046261624,0.0035928898,0.008964437,0.0021716058,0.0028877892,-0.001817815,0.00091062486,-0.0039299466,-4.5344234e-05,-0.0014451221,-0.003198471,0.003647402,0.0029189289,0.0006821379
IPSCG_E3_P5_IP_k27ac_C10,0.012305051,0.006996434,-0.004197344,0.0029822476,0.011329337,0.004973866,0.0015015416,-0.004674092,-0.00045193732,-0.0016437285,0.00057253987,-0.00027933344,-0.0042684413,0.003521962,0.0027431175,-0.0015880242
IPSCG_E3_P5_IP_k27ac_C12,0.011114985,0.0036782883,-0.0034369454,0.0002165027,0.010761367,0.0024118721,0.0046125017,-0.0027163327,-0.001806587,-0.0005070865,0.00071413815,-0.0016469155,-0.0037537701,0.0024617761,0.0029283091,-0.0031613186
IPSCG_E3_P5_IP_k27ac_C8,0.01184877,0.006643731,-0.004412584,0.0009560436,0.015043251,0.00389871,0.0019498728,-0.00096609443,0.00015359372,0.0006731637,0.0008213073,-0.0010716598,-0.0030718893,0.0048967507,0.0033606812,-0.0056132004
IPSCG_E3_P5_IP_k27ac_F22,0.010801941,0.0067829527,-0.000976868,0.0018418543,0.007977617,0.0049711317,0.002512619,-0.0053309277,-0.0020394027,-0.005939156,0.004008077,0.00065528974,-0.00588635,0.0007485561,0.0033943728,-0.0005365014
IPSCG_E3_P5_IP_k27ac_M19,0.012019202,0.009220149,0.00070494413,0.002435103,0.011546801,0.0053072646,0.0038470887,-0.003873825,0.0001795739,0.002304785,0.0016378835,0.0015631709,-0.0015190486,0.0046348423,0.0056414455,-0.004469268
IPSCG_E3_P5_IP_k27ac_C11,0.009717684,0.004915882,0.0015222579,0.0031030886,0.011752454,0.0048934594,0.005389476,-0.001858756,-0.0010829121,0.0034542307,0.0008663684,-0.0023677777,-0.0037547536,0.005529291,0.00614959,-0.0062596053
IPSCG_E3_P5_IP_k27ac_I9,0.008206844,0.004538674,-0.0059811324,0.007191345,0.017369838,0.0036089495,-2.9135495e-05,-0.0023973957,0.0016757101,3.162399e-05,0.003408663,-0.0020814706,-0.0012319703,0.00662758,0.0040548146,-0.005106285
IPSCG_E3_P5_IP_k27ac_O13,0.007097438,0.004868794,-0.0019267127,0.0040366575,0.012522797,-0.008048706,0.010121485,0.0012303814,-0.005027011,-0.0021696761,0.006378174,-0.0027292427,-0.0034727138,0.005316058,0.009211466,-0.0056811348
IPSCG_E3_P5_IP_k27ac_F16,0.010662474,0.006263066,0.0030157566,0.005652819,0.007844879,0.002062194,0.0037069283,-0.002377376,-0.0021696016,-0.0046789683,0.004731655,-0.001145672,-0.00492052,0.0022056196,0.0035772622,-0.0025583506
IPSCG_E3_P5_IP_k27ac_I3,0.010148134,0.003061179,-0.00308574,0.0035671517,0.01112407,0.0026240721,-0.00035179406,-0.00038295984,-0.0015591532,0.0010682717,0.0042625815,-0.0024121236,0.0016863625,0.002942564,0.0070804805,-0.0010177642
IPSCG_E3_P5_IP_k27ac_P7,0.006164063,0.002704423,-0.0038781539,0.0014663078,0.01047093,0.0018200353,0.004138693,-0.0027642474,1.9572675e-05,-0.0033895746,0.003226541,-0.0017714445,-0.0023028255,0.004945772,0.0034834817,0.00060182065
IPSCG_E3_P5_IP_k27ac_M8,0.010546681,0.007214155,-0.0016784519,0.0021945909,0.0139934085,0.004152566,0.0015232563,-0.005369097,0.0026208311,0.0009800233,0.0029727742,-0.003536269,-0.0011489969,0.0043645017,0.0035508499,-0.0020557642
IPSCG_E3_P5_IP_k27ac_F15,0.011785749,0.007954795,-0.001783967,0.0045224056,0.0066653304,0.0043836236,0.0019293688,-0.0035933182,-0.0031406134,-0.0068904012,0.0015928,0.00070521235,-0.008154675,-0.0006008856,0.0046451986,-0.0033441186
IPSCG_E3_P5_IP_k27ac_C17,0.009204101,0.006964419,-0.002424404,0.0023292974,0.012665473,0.0016677603,-0.00040584058,-0.005285658,7.867813e-05,-0.0033694915,0.0038802326,-0.0027139708,-0.0018517487,0.0050345007,0.0028176978,-0.00076919794
IPSCG_E3_P5_IP_k27ac_J17,0.005236421,0.0057437606,-0.0061931536,0.004092686,0.014809506,0.006993659,-0.0024916716,-0.003701426,0.002318032,-0.0042701215,-0.00018087775,-0.0018766057,-0.0024917647,0.0031138165,0.001298137,-0.00032094866
IPSCG_E3_P5_IP_k27ac_F7,0.00563496,0.005448263,-0.0030106977,0.0042558424,0.0088316165,0.0023279488,0.0024334379,-0.0042840615,-0.0016025379,-0.005020857,0.0045777857,-0.0033753682,-0.0075208806,0.0050151916,0.0042484105,-0.00047212094
IPSCG_E3_P5_IP_k27ac_J11,0.011308055,0.0046929233,-0.0045472756,0.00489581,0.01879401,0.0038743988,0.0015482455,-0.00050161034,0.0018233135,-0.0014971718,-0.0031020567,-0.002189519,-0.002574578,0.00024475157,0.002877675,-0.004943222
IPSCG_E3_P5_IP_k27ac_P24,0.009072658,0.0064894967,-0.0038960055,0.0027882345,0.010078821,0.0038334355,0.0017307922,-0.0020246282,-0.0023905113,-0.00019062683,0.0055731684,-5.429238e-05,-0.0019983593,0.0048107803,0.008039057,-0.00228215
IPSCG_E3_P5_IP_k27ac_K8,0.012060467,0.00385708,-0.0033495352,0.0028249659,0.016108826,0.00064980984,0.003021162,-0.003671877,0.0017299801,0.0010499097,0.0009248778,-0.0014288556,-0.0011124574,0.003400172,0.002690412,-0.003788285
IPSCG_E3_P5_IP_k27ac_B11,0.009473238,0.005447712,-0.006614618,0.0017754585,0.01563263,0.0010619015,0.0025646687,-0.0012618974,-0.007559195,-0.00057018176,0.0038848072,0.0015358534,-0.0042953975,0.0066842837,0.0059693754,-0.00345888
IPSCG_E3_P5_IP_k27ac_B17,0.005147785,0.006141808,-0.004765965,0.0018125065,0.012868588,0.0014229715,-0.0001741685,-0.0052475557,-0.0010954663,-0.004020039,0.0027965829,-0.0035006814,-0.0019626617,0.005335356,0.0024487898,0.0022644252
IPSCG_E3_P5_IP_k27ac_G1,0.007603951,0.005824629,-0.0012075081,0.0013678111,0.010015818,-6.624311e-05,0.001413729,0.00023110956,-0.00089064986,0.0061967075,-0.002737701,0.002481997,-0.0015529804,0.0037699807,0.0029795468,-0.003912382
IPSCG_E3_P5_IP_k27ac_H15,0.012698069,0.004544366,-0.008621573,0.0037414096,0.010985186,0.004533425,0.003870992,0.0020291656,-0.0018051788,-0.0038797297,0.009553365,0.0034916,-0.004485652,0.004641898,0.0042515174,-0.0037074164
IPSCG_E3_P5_IP_k27ac_B19,0.0072388984,0.008598033,-0.0038065314,0.0016548857,0.010599659,0.0021198392,0.0019175,-0.005098909,-0.000952594,-0.00090325624,0.005766198,-0.0037426148,-0.0030556154,0.00987725,0.00356175,0.0011373609
IPSCG_E3_P5_IP_k27ac_B20,0.0072802976,0.0046998076,-0.0067307875,-0.000754524,0.016955415,0.00022042543,0.0019366704,5.605817e-05,-0.0030220896,-0.0005407892,0.0022704005,-0.0032529775,-0.0025974326,0.007325322,-0.00087654963,-0.0018586293
IPSCG_E3_P5_IP_k27ac_B22,0.012548741,0.0034248792,-0.005674079,0.004910469,0.017647022,0.003992982,0.001006294,-0.002991587,-0.004789375,0.0037349872,0.004139863,-0.00055354275,-0.0019467138,0.0037436532,0.005851537,-0.0020144954
IPSCG_E3_P5_IP_k27ac_B7,0.008727144,0.0031023957,-0.008278459,0.003415767,0.017231885,0.0027551502,0.0027277283,-0.0018531308,-0.0027384385,-2.9053539e-05,0.0047871247,-0.004683282,-0.0003390778,0.0070907013,0.006836176,-0.0011204854
IPSCG_E3_P5_IP_k27ac_D13,0.013328522,0.0047236644,-0.0012872294,0.0022687912,0.013569143,-0.004484825,0.004905008,0.0002661124,-0.0022684485,0.0030385368,0.003158681,-0.0032501929,0.0012784135,-0.00032422692,0.005594,-0.0037689283
IPSCG_E3_P5_IP_k27ac_M13,0.00727896,0.0068377964,-0.0012623742,-0.00043443963,0.00856962,0.004557222,0.010693271,-0.0040471777,-0.0017752424,0.0013271831,0.0020216927,-0.0004637912,-0.0026296638,0.004624266,0.006492719,-0.0036241189
IPSCG_E3_P5_IP_k27ac_P13,0.0100892745,0.0049786754,-0.004099503,0.0023026504,0.009515902,-0.005063042,0.0034417063,-0.0023202896,-0.0045228526,-0.0012637116,0.004598409,-0.003548773,-0.0009791814,0.0019741133,0.0031453222,0.002894424
IPSCG_E3_P5_IP_k27ac_G10,0.005170349,0.0057088174,-0.002160959,0.0004988946,0.0079799015,0.0035240725,0.0031375028,-0.0017295256,-0.0013414398,0.0014157034,0.0037722215,-0.0007730145,-0.0010797568,0.003523117,0.0034777075,-8.222461e-05
IPSCG_E3_P5_IP_k27ac_B10,0.01148371,0.0061240382,-0.007186018,0.0053714514,0.014518957,-0.00096911937,-0.0014839657,-0.002643779,-0.0022671446,-0.0001087226,0.005030237,-0.00071901456,-0.00030644052,0.0016311668,0.0069750845,-0.00043445826
IPSCG_E3_P5_IP_k27ac_G12,0.0071241446,0.009773631,-0.004320517,0.0030679367,0.009882334,0.0040045753,0.0012771785,0.0022992343,-0.0006138012,0.0010877363,-0.0027385503,0.0003644172,-0.0012492537,0.0011590738,0.0033326074,-0.001093328
IPSCG_E3_P5_IP_k27ac_G17,0.0050172918,0.005762089,-0.005922623,0.0033299811,0.0118995495,0.0023825243,-0.0008136891,-0.00084156543,0.0035078824,-0.0014762841,-5.0984323e-05,-0.004348127,-0.0007124096,0.0025443677,-0.0015945695,0.0021579862
IPSCG_E3_P5_IP_k27ac_G2,0.01137602,0.005216118,-0.0045884773,0.0054338053,0.011975786,0.0025445893,0.0012553409,-0.0034276024,0.00021073222,0.0032806695,-0.0028579086,-2.3964792e-05,-0.0039607603,0.00236208,0.002993308,-0.004312858
IPSCG_E3_P5_IP_k27ac_N12,0.007363308,0.004213605,-0.0074792802,-0.0011675954,0.013479593,-0.0015986413,0.0055795163,0.0026779473,-0.0013133138,-9.168312e-05,0.001897715,0.0010297094,-0.00015090778,-0.0014937706,0.0011885092,-0.0011892095
IPSCG_E3_P5_IP_k27ac_E12,0.00581041,0.006856125,-0.0052447245,0.0030539148,0.013727468,0.002774179,0.0069385692,0.0010799617,-0.0009280741,0.0023820475,0.0019282848,-0.0006429404,-0.006980337,0.0028202329,0.00031206757,-0.0031281188
IPSCG_E3_P5_IP_k27ac_C21,0.011578079,0.0073779933,0.00030453503,0.002676826,0.015413127,0.003095679,0.002984751,-0.003489077,-0.00039037317,-0.0008998066,-0.0008966699,-0.0007093884,-0.00463661,0.003363425,0.004881926,-0.0068655536
IPSCG_E3_P5_IP_k27ac_D12,0.007905606,0.0009770431,-0.0051660985,0.002087094,0.014474216,0.0013584346,0.004398728,0.0020311251,0.00012192875,-0.0024873875,-0.0018908232,-0.0007775407,-0.0022565424,-0.0027880128,0.0034369528,-0.0031373203
IPSCG_E3_P5_IP_k27ac_M20,0.008131478,0.0035545342,-0.003697537,0.0005873479,0.014924157,0.0045956224,0.007256523,0.000666447,0.00045949966,0.0020379275,0.003004767,-0.0021010898,-0.0013037138,0.0067106015,0.0030842721,-0.0012901202
IPSCG_E3_P5_IP_k27ac_E8,0.009936012,0.00711355,-0.0012773201,0.002962403,0.012844275,0.0028275326,0.0027357712,-0.004239276,0.00030059367,-0.0021239296,0.0009887516,0.00054265186,-0.0041836444,0.0027660541,0.0032202154,-0.004283026
IPSCG_E3_P5_IP_k27ac_M4,0.011374939,0.0048098825,-0.005749665,0.0011829324,0.015967933,0.0005578548,0.0037613735,0.0008502379,-0.0014132336,-0.0017789602,-0.002717331,-0.0020579752,-0.0034286417,0.0028560525,-0.0014904737,-0.0035394728
IPSCG_E3_P5_IP_k27ac_O20,0.00024242327,0.0037714802,-0.0056249425,-0.0027792118,0.01426321,0.0012834296,0.0015850142,-0.0031808913,0.00043494254,-0.0057842396,-0.0017526671,-0.00093192235,-0.0019333586,0.009432976,-0.0015729778,0.001831077
IPSCG_E3_P5_IP_k27ac_H10,0.011479888,0.0067011453,-0.005589254,0.006423138,0.012393254,6.004423e-05,0.0006077029,-0.0026647598,0.0032256022,-0.0030819364,0.0037448406,-0.0006979834,-0.0010337718,0.0040282635,0.0028437749,4.8056245e-06
IPSCG_E3_P5_IP_k27ac_M3,0.010139003,0.0037702434,-0.00022505224,0.00307668,0.011136494,0.0045317113,0.003404826,-0.005497195,0.00086291134,0.0009625815,0.0008824095,-0.0024803635,-0.00034926645,0.0019457974,0.0040718243,0.00026330352
IPSCG_E3_P5_IP_k27ac_O3,0.00841577,0.0032968111,-0.0017929599,-0.00060881674,0.011880475,0.0022397563,0.0011644401,-0.0059600696,0.000107347965,-0.0034580305,0.00057481974,-0.0012562945,-0.00018062443,-0.00040778704,0.0021735579,-6.2420964e-05
IPSCG_E3_P5_IP_k27ac_E1,0.009133536,0.0039955713,-0.006886922,0.0009277165,0.0127856815,-0.0016163662,0.0019631088,-0.0006809309,-0.006886363,-0.0018291883,0.002326347,0.003530411,-0.001971215,0.0066213263,0.00223957,-0.0045372546
IPSCG_E3_P5_IP_k27ac_E5,0.011020139,0.006574724,-0.0034231767,0.0025985427,0.011527709,-0.0010480359,0.010026496,-0.0027446225,-0.0026194155,0.00019221753,0.0033555478,0.0004416462,-0.0046698973,0.0013276469,0.0044852495,-0.0014068857
IPSCG_E3_P5_IP_k27ac_K23,0.01344046,0.0009286925,-0.004153602,0.00057248026,0.012130466,-0.000948295,0.004014982,-0.0027097985,-0.0020156428,0.0039858706,-0.0025462136,-0.0013444871,0.00025401637,0.00023838691,0.0020145029,-0.0016888753
IPSCG_E3_P5_IP_k27ac_O21,0.012353327,0.006749559,-0.0066595897,0.0010620952,0.016020842,-0.0014554486,0.00459506,-0.0030048043,-0.0028015822,-0.0020988137,0.0041158795,-0.0019319244,0.001979854,0.0075018047,0.0042384192,-0.0008177385
IPSCG_E3_P5_IP_k27ac_E10,0.010488417,0.008861963,-0.006620072,0.0062873363,0.007791374,0.0013245568,0.005669838,-0.0028939843,0.001259923,-0.00020985678,0.0051657706,-0.0007427018,-0.0044267587,0.0033783559,0.00541424,-0.0022493824
IPSCG_E3_P5_IP_k27ac_G11,0.009325605,0.007507939,0.00027220696,-0.00031430274,0.005961201,0.0024041757,0.007761663,-0.0028208122,-0.004562333,0.0007973276,-0.0038056374,-4.472211e-06,-0.0044815373,0.0012636511,-0.0017689094,0.00093215704
IPSCG_E3_P5_IP_k27ac_I24,0.009770811,0.0046012215,-0.001452595,0.0027864128,0.0072744964,0.0013151318,0.0029045828,0.00030969828,-0.0012573227,0.0028379224,0.0033497587,-0.00044601224,-0.0004551001,0.0069507877,0.010060765,-0.0010949895
IPSCG_E3_P5_IP_k27ac_G14,0.0059832446,0.00625531,0.0022500753,0.00062828884,0.0056962175,0.006615497,0.006103564,-0.001511544,0.0010726973,0.002579745,1.3165176e-05,0.0002842415,-0.004260905,0.0034214575,0.0023236945,-0.0037564412
IPSCG_E3_P5_IP_k27ac_G16,0.0051359944,0.00788964,0.0026983842,0.0058646016,0.012420439,0.0017458722,0.0031713173,-0.004825458,0.00090872496,0.0035229996,-0.0048149973,-9.9249184e-05,-0.003961172,0.002027521,0.0019266829,-0.0029993653
IPSCG_E3_P5_IP_k27ac_G20,0.0041629784,0.008089874,-0.0029466972,0.0030120164,0.012017163,0.004235558,0.00018712133,-0.002758056,-5.1781535e-05,0.0046570934,-0.005594343,-0.0011647474,-0.001089042,0.0077834968,-0.00332487,-0.0010395795
IPSCG_E3_P5_IP_k27ac_G21,0.006516751,0.009207729,0.0027175546,0.00012520328,0.010671279,0.0035648793,0.0030087344,-0.0012791529,-0.0025428906,0.0051992796,-0.004894048,-0.00072391145,-0.0031111147,0.006913586,0.00043336302,-0.003106244
IPSCG_E3_P5_IP_k27ac_G24,0.004198853,0.011369232,-0.0024852455,0.0023272224,0.006994405,0.0018679649,0.0011133738,0.00071284175,-0.0006451681,0.0072104707,-0.0008025095,-0.0029055048,-0.00037123635,0.008601515,0.00036266446,-0.0015595332
IPSCG_E3_P5_IP_k27ac_G3,0.0086242,0.003275808,-0.0028660148,-0.0013836585,0.010889931,0.0023417622,0.0034934524,-0.0012917519,0.0019853786,0.002290491,-0.004755132,-0.0014552567,-0.00044164807,-0.00055651646,-0.002058249,-0.0028678104
IPSCG_E3_P5_IP_k27ac_G4,0.00849947,0.005326558,0.0027284324,0.0027524456,0.010048089,-0.0026362613,0.0028614402,-0.0021335408,-0.0045481697,0.0035669766,-0.004301302,-0.0012520645,-0.0056651086,0.003399754,0.0012464449,-0.0049971044
IPSCG_E3_P5_IP_k27ac_G5,0.010984704,0.008544091,-0.00033652782,0.0016392469,0.011540723,0.0026315674,0.0025693886,-0.0027239025,-0.0019502267,0.0047974624,0.000848189,0.00022508577,-0.004559964,0.0010605063,0.00029901415,-0.0033431724
