,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
IPSCG_E3_P5_IP_k27ac_G8,0.008547738,0.0053486414,-0.002237372,0.0040470175,0.0143854795,0.002158247,0.0004569739,-0.0012624934,0.0032429025,0.0032021776,-0.00013566017,-0.0005609188,-0.0023727324,0.0052968133,0.0026842505,-0.0032977164
IPSCG_E3_P5_IP_k27ac_G9,0.007113356,0.0066260137,-0.0052600503,0.0073310286,0.016599657,0.0025302097,0.0019232668,-0.0017988756,-0.0035204217,0.0040702,0.0037445724,0.00019883923,-0.0015846528,0.005922525,0.0023008212,-0.0013360679
IPSCG_E3_P5_IP_k27ac_I10,0.010371041,0.0027443357,-0.0029235706,0.004565578,0.008955423,0.0036076307,0.0020896979,-0.0009157583,0.00021120161,-0.0011583343,0.0027708262,-0.0011226814,-0.000374116,0.0025109742,0.005556062,-0.0003260672
IPSCG_E3_P5_IP_k27ac_K10,0.015420828,0.003962878,-0.0035991967,0.0025285743,0.011719353,0.0024758577,0.005843442,-0.005295299,-0.0012802482,0.0012435876,0.0026391223,0.00034597702,-0.0020010434,0.0023036972,0.0057234913,-0.0023679882
IPSCG_E3_P5_IP_k27ac_M10,0.010833766,0.005407233,-0.003830783,0.00235888,0.012347377,0.0052195564,0.0045616124,-0.0021052659,0.0027169585,-0.0024775714,0.00019504875,-0.001641376,-0.004357774,0.0048131095,0.0009001121,-0.0017595813
IPSCG_E3_P5_IP_k27ac_H4,0.0091412775,0.005906839,-0.0036902055,0.005811386,0.012775124,-0.0018525049,-0.0016964637,-0.004432179,-0.0032388493,-0.005159259,0.0010063872,-0.00016834028,-0.0046599545,0.0038805325,0.0023216158,-0.00031537563
IPSCG_E3_P5_IP_k27ac_K21,0.012347002,0.001097735,-0.0034452826,0.0013393722,0.014867525,0.0027719662,0.007674843,-0.0003401637,-0.000528872,0.00076912716,-0.00077227503,-0.003139453,-0.003368251,0.0031577814,0.0021106452,-0.0050566792
IPSCG_E3_P5_IP_k27ac_G7,0.002122283,0.006313514,-0.00520619,0.0025392622,0.011372119,0.003750831,0.00022896752,-0.0021573156,-0.0027726442,0.0019367747,-0.001093559,-0.000544345,-0.0016496032,0.0061621293,0.0015437156,0.0027474537
IPSCG_E3_P5_IP_k27ac_I19,0.016374003,0.004522305,-0.0017006919,-0.00079349056,0.009895851,0.005825512,0.0011316091,-0.005150698,-5.991757e-05,-0.0014828146,0.0016120076,-0.0014422927,-0.0014747586,0.0062128413,0.0011296347,-0.0009648353
IPSCG_E3_P5_IP_k27ac_I8,0.009625945,0.0078036375,0.00047186017,0.0040333346,0.011030327,0.0029696524,-0.0011208653,-0.0047828034,0.0039607733,0.0045555346,0.0006449595,-0.0013487805,0.0008274354,0.0053778626,0.006810501,-0.0023204684
IPSCG_E3_P5_IP_k27ac_C7,0.009077884,0.0067987777,-0.0035462081,0.0025521591,0.015128729,0.006630115,0.0007452145,-0.005484313,-0.00089377165,-0.000889685,0.0044418797,-0.0025592875,-0.005021427,0.006951671,0.0073532164,-0.0027214885
IPSCG_E3_P5_IP_k27ac_L13,0.007041853,0.0049060397,-0.0057628453,0.0038349964,0.014598759,-0.0024100393,0.0038212687,0.0016998872,-0.0016452447,-0.0016227551,0.0018238798,-0.0023243167,-0.0031002313,0.0039436594,0.0032539219,-0.0051966757
IPSCG_E3_P5_IP_k27ac_I5,0.013978489,0.003748428,0.0005932525,0.0018763728,0.012741244,0.004519351,0.0060825516,-0.0020987988,-0.0021715388,0.0026448965,0.0047719628,-0.0025390703,-0.0011961572,0.0029273778,0.005322613,-0.0014928654
IPSCG_E3_P5_IP_k27ac_N3,0.009120677,0.0035967492,-0.004020609,0.002764944,0.013010736,0.0026869252,0.00061484054,-0.0021239668,-0.003407076,-0.0015444867,0.0051438883,-0.0006493721,-0.0013885796,0.0024881605,0.0025738254,-0.00013799965
IPSCG_E3_P5_IP_k27ac_F10,0.0103981085,0.007925365,-0.0044756755,0.0051690973,0.009690219,0.0022625849,0.00061899424,-0.0038593784,-0.0007721707,-0.0053145103,0.003455937,-0.0017589871,-0.007877957,0.002799808,0.002924554,-0.00076479465
IPSCG_E3_P5_IP_k27ac_F17,0.009012666,0.007414717,-0.0017065331,0.0041148104,0.011064272,0.0014442131,0.0018348396,-0.004488811,0.00073523074,-0.004915487,0.002731204,-0.002446521,-0.0059863087,0.0026800781,0.0025405586,-0.00081223994
IPSCG_E3_P5_IP_k27ac_C1,0.009290755,0.0042013936,-0.0030407906,0.00047663227,0.013349094,0.003689818,-3.908202e-05,-0.0041334853,-0.0011291876,-0.0030538738,0.0016877949,-0.00057641603,-0.0028457977,0.003973065,0.0028427467,-0.0020343587
IPSCG_E3_P5_IP_k27ac_P1,0.009895481,0.00072296336,-0.0012188032,0.0027151182,0.010119954,-0.001044251,0.0028964654,-0.0024875775,-0.004924454,-0.0034132935,-0.00023963302,0.0012419224,-0.0016510133,-9.7045675e-05,0.008199967,-0.0029228926
IPSCG_E3_P5_IP_k27ac_A5,0.014642928,0.006692406,-0.0030665994,0.0022671372,0.011571929,7.957965e-05,0.006172465,-0.0040260553,-0.0026365668,0.0038061477,-0.00030560046,0.0008603167,-0.003012333,-0.00043641776,0.0029045418,0.0003748387
IPSCG_E3_P5_IP_k27ac_C5,0.011480771,0.005499985,-0.0026693717,0.0009124167,0.013504428,0.0027584806,0.0038922355,-0.0023796558,-0.0041129217,0.0007478371,0.0014222339,-0.00041764043,-0.003201425,0.0034194235,0.00350523,-0.0035702437
IPSCG_E3_P5_IP_k27ac_J2,0.012596294,0.0035723038,-0.009425908,0.007386677,0.023313155,-0.0008997917,-0.0002254434,-0.0017849654,-0.0031209067,-0.003638275,-0.00026950985,-0.002966864,-0.0037823468,0.0007284861,0.0042149574,-0.004162587
IPSCG_E3_P5_IP_k27ac_K1,0.011747424,0.0013871938,-0.0026683882,0.0026461892,0.013609667,0.00059248507,0.0037735887,-0.0010634214,-0.002184905,0.0009934418,-0.00072116405,0.0012363121,-0.0010208134,0.003725389,0.004598886,-0.0025751442
IPSCG_E3_P5_IP_k27ac_K11,0.014715362,0.005011428,-0.003896229,0.0025702082,0.011089031,-0.00015196949,0.003798185,-0.0022799,-0.00073076785,0.0023513883,0.0014254376,0.0006056819,-0.0013687667,0.00082590804,0.0035012886,-0.004948534
IPSCG_E3_P5_IP_k27ac_K4,0.013634782,0.003298726,-0.0030767322,0.0016439296,0.012243338,-0.00067744404,0.006952528,-0.00066283345,-0.0019881427,0.0007894002,0.00032909214,-0.0002412349,-0.0027708858,0.0005472442,0.0010508448,-0.0029620677
IPSCG_E3_P5_IP_k27ac_K7,0.011270992,0.0042014755,-0.0017749816,0.002341684,0.0145916585,0.001225099,0.0054274574,-0.006100774,-0.0019780025,0.0017369501,-0.0010277331,-0.0030767228,-0.0028676633,0.003910141,0.0060490146,-0.0016551092
IPSCG_E3_P5_IP_k27ac_M5,0.011972457,0.0055647604,-0.0036666468,0.0009144135,0.0130825145,0.0022081733,0.0062615555,-0.003026992,-0.0021325797,0.0018481575,0.00227952,-0.0018819533,-0.0024121702,0.0022185836,0.0045332313,-0.0018589348
IPSCG_E3_P5_IP_k27ac_O5,0.007445369,0.0058542155,-0.0048161596,0.00088303536,0.014235146,-0.0014652014,0.0073852614,-0.0030906051,-0.0002630949,-0.0036368854,-0.0006671846,-0.004099114,-0.003496278,0.0028429348,-0.00028856844,0.0003831461
IPSCG_E3_P5_IP_k27ac_I13,0.010468125,0.0067739226,-0.0023094267,0.0067777373,0.009725795,-0.0015662163,0.003143888,-0.0018943995,-0.0017987564,0.0021108016,0.0029218942,-0.00073257834,-0.0011665486,0.0011669081,0.0054880828,0.00015773624
IPSCG_E3_P5_IP_k27ac_F24,0.009333093,0.00641175,-0.0021710768,0.0039658956,0.009088058,0.00019596517,0.0040897187,-0.001590766,-0.000470154,-0.0053050257,0.0035194457,-0.0021103583,-0.0049926788,0.004003549,0.0038304478,-0.0017985553
IPSCG_E3_P5_IP_k27ac_H8,0.012276094,0.0072910003,-0.0022486523,0.0037805475,0.014032568,0.001815252,0.0013169982,-0.0024120286,0.0026142076,-0.001986105,0.0032696798,2.935715e-05,-0.0008542016,0.005486672,0.0019869283,-0.005399972
IPSCG_E3_P5_IP_k27ac_K22,0.012599818,0.0048179887,-0.0008645877,0.005108662,0.01711311,0.0029426515,0.0016989745,-0.008397251,6.28382e-05,0.0020006374,-0.001840815,9.723008e-06,-0.0045691915,0.0011061747,0.0024011284,-0.0033172444
IPSCG_E3_P5_IP_k27ac_D23,0.010554962,0.0035049506,-0.0058327466,0.00069409236,0.012674333,0.0014764369,0.0025187284,0.0018759593,-0.0021088943,-0.0014326982,0.0013250262,-0.0017959308,-0.0013834946,0.0009098146,0.002334319,-0.0028089061
IPSCG_E3_P5_IP_k27ac_F5,0.013152536,0.0052045323,-0.003096722,0.0027356446,0.010225484,-0.0008981824,0.004569603,-0.0010467395,-0.0021379888,-0.0052663498,0.0024746284,-0.0012658667,-0.0070667993,-0.0005589202,0.0022272095,-0.0013322458
IPSCG_E3_P5_IP_k27ac_K19,0.012313012,0.0029387064,-0.002596952,-0.00058445334,0.0127274515,0.0028874874,0.008224664,-0.0043365434,-0.00031954795,0.0008669719,0.0008663535,-0.0027872268,-0.002948694,0.0059833825,0.0013956502,-0.0033843443
IPSCG_E3_P5_IP_k27ac_H9,0.007703904,0.008770373,-0.0050352737,0.010371074,0.015571869,0.001677826,-0.0017712489,-0.0055812,0.0010634214,-0.0022041574,0.008459747,-5.3377822e-05,-0.0023041852,0.008029744,0.004229173,-0.0025340468
IPSCG_E3_P5_IP_k27ac_I4,0.009688873,0.0070443265,0.00097453594,0.0038281046,0.010654584,0.0004921779,0.0026400052,-0.0014939159,-0.000831753,0.00090162084,-0.0013111532,-0.0010591801,-0.0048446376,0.0038455408,0.0011432394,-0.0028108433
IPSCG_E3_P5_IP_k27ac_B12,0.006681975,0.0035702623,-0.0072463527,-0.00028998777,0.014398479,-0.0034733042,0.0030930191,0.0031993315,-0.0033157617,0.0023596585,0.0022099689,-0.0028345194,-0.001880711,-0.0011400701,0.0038193613,-0.00075788796
IPSCG_E3_P5_IP_k27ac_H17,0.008939769,0.009337526,-0.0028448105,0.0022129975,0.011158039,0.0014573559,-0.0003928095,-0.006517276,-0.0013427138,-0.0043352395,0.00391113,0.00058972463,-0.0025573391,0.004287824,0.003201902,5.4977834e-05
IPSCG_E3_P5_IP_k27ac_J16,0.0095243305,0.0054146685,-0.0024401024,0.0074966922,0.018574515,0.0018334463,-0.0002383329,-0.005999021,0.00079701096,-0.005283475,0.0029206648,-0.0028838199,-0.000809405,0.0045316108,0.0027723461,-5.2325428e-05
IPSCG_E3_P5_IP_k27ac_P8,0.013264455,0.004606489,-0.0041324124,0.00095034763,0.015001318,0.0008171126,0.0009186305,-0.0044591576,-0.0010914803,-0.00063428655,0.0035817847,-0.00051472895,0.000170663,0.0036710147,0.003084451,-0.0029351562
IPSCG_E3_P5_IP_k27ac_J5,0.013409406,0.005527932,-0.00633166,0.001737278,0.015910761,0.0031722933,0.0028537288,-0.0014288202,0.002253145,-0.00024205074,-0.003949769,-0.0031440537,-0.004449308,-0.0011006836,-0.001162339,-0.002228327
IPSCG_E3_P5_IP_k27ac_E16,0.013718378,0.0087740235,0.0028670058,0.005047664,0.013831769,-0.0009584874,0.0064523723,-0.0043276846,-0.0017678142,-0.0016418844,0.002820395,0.0027957,-0.003963787,0.0024555605,0.008995451,-0.00745932
IPSCG_E3_P5_IP_k27ac_A11,0.009368785,0.0073918067,-0.0032335073,-0.00026816875,0.0074710986,0.003794305,0.0048565175,-0.001112327,-0.001371704,0.0019563995,-0.00024051964,0.003156078,-0.003540391,0.0049234647,0.0013923347,-0.0040703863
IPSCG_E3_P5_IP_k27ac_C19,0.0086245835,0.0038014837,-0.0017174333,-0.002292063,0.010805849,0.0028186962,0.0046324227,-0.004863575,-0.00032907724,-0.004224077,-0.0001352951,-0.0033335015,-0.0055288207,0.0035049077,-0.0019582137,-0.0018452778
IPSCG_E3_P5_IP_k27ac_O2,0.01076898,0.0016532615,-0.013549812,-0.0012644827,0.015167783,0.0014130697,0.0011918768,0.0031779557,-0.0037428811,-0.0037196577,-0.001451835,0.00044835545,-0.0044720788,0.005804842,-0.0014652684,-0.0039905757
IPSCG_E3_P5_IP_k27ac_P4,0.010747537,0.0066917725,-0.0046066567,0.002160538,0.011368682,0.0014704391,0.0031433068,-0.0002535209,0.00043989718,0.0009965599,0.0020754486,-0.0008594934,-0.004259359,0.0021830248,0.0020728037,-0.002521865
IPSCG_E3_P5_IP_k27ac_E23,0.012935668,0.010074992,0.00081212074,0.0019131787,0.0067029614,0.0010708198,0.00365402,-0.0067825243,-0.0051621273,0.00025393814,-0.0017997026,0.0016857553,-0.006543167,-0.0003554076,0.0034236163,-0.0022261143
IPSCG_E3_P5_IP_k27ac_C2,0.009545442,0.0055762194,-0.006673686,0.0029282384,0.014594092,0.0022488534,0.0020368025,-0.005342394,-0.002114199,-0.005319953,0.0020715296,-0.0029896032,-0.003766574,0.0030573783,0.0032349378,-0.0014102235
IPSCG_E3_P5_IP_k27ac_O18,0.0064007007,0.0036863647,-0.009339638,-0.0021167956,0.019173654,-0.00049720705,-0.0036378428,0.00019250065,0.0057713985,-0.0022691973,4.7266483e-05,-0.003932828,0.002023615,0.006364716,-0.004589308,-0.00084436685
IPSCG_E3_P5_IP_k27ac_F1,0.01074544,0.005526673,-0.003857188,0.0021966025,0.012551575,0.0015772581,0.001742933,-0.0010799095,-0.002320826,-0.0038431846,0.0022905767,0.0002249442,-0.0039414912,0.004878075,0.0032442957,-0.002188377
IPSCG_E3_P5_IP_k27ac_A7,0.007796295,0.0061922558,-0.00508108,0.0009802766,0.012255459,0.0008403063,0.0032571033,-0.0039049461,-0.003596358,-0.0023078807,0.001341626,0.0014081746,-0.0069852155,0.005595683,0.002307646,0.00045689195
IPSCG_E3_P5_IP_k27ac_C24,0.0107278675,0.0064323805,-0.00048014522,0.0014614835,0.0132033415,0.0044163913,0.005357232,-0.0016762018,-0.0032531992,0.0006474219,0.0034958944,-0.0029646698,-0.003948562,0.006529962,0.0057835057,-0.00435511
IPSCG_E3_P5_IP_k27ac_H5,0.0116595365,0.006001275,-0.0048647597,0.0015113093,0.012519914,-0.002785273,0.0041725934,-0.0005053729,-0.0016603693,0.00058851764,0.003947884,-0.0010499526,-0.0009963661,0.0045960955,0.0020061135,-0.0019735992
IPSCG_E3_P5_IP_k27ac_O4,0.01345462,0.004392635,-0.006539114,-0.00024246052,0.01524797,-0.0010685697,0.0027575083,0.00041743368,-0.0025004,-0.0026339367,0.0032775775,-0.0037634615,-0.0024272762,0.002115569,-0.0013991296,-0.0018169358
IPSCG_E3_P5_IP_k27ac_M12,0.007990409,0.0080493055,-0.007998392,0.0031630695,0.01596064,0.0028171316,0.0029547438,-0.0011332855,-0.0010041073,0.00039736927,0.0015999898,-0.0038878154,-0.0067094304,0.0032185763,-0.0007391125,-0.002570793
IPSCG_E3_P5_IP_k27ac_F12,0.009188268,0.0042029954,-0.0012137815,0.0033601932,0.010154695,0.0038621053,0.0037794802,-0.0026368797,-0.0027242154,-0.0037031136,0.005083449,-0.005211998,-0.005370738,0.0016596941,0.0030032396,-0.0021406412
IPSCG_E3_P5_IP_k27ac_A16,0.012818705,0.008285303,0.0030351952,0.007754326,0.0143948635,0.0035316572,-0.0011253133,-0.0034548864,0.0039399713,-0.002541002,0.0011131242,-0.0020378083,-0.0027572997,7.4118376e-05,0.003815323,-0.0018098056
IPSCG_E3_P5_IP_k27ac_C16,0.012105662,0.0050196685,0.0023040846,0.0025713556,0.0144484835,0.0037247017,0.0009070635,-0.00478857,-0.0014323667,-0.002032239,-0.0013385862,-0.0024259854,-0.002171822,0.0041606966,0.0039219335,-0.0029463023
IPSCG_E3_P5_IP_k27ac_H16,0.01303358,0.0051155128,-0.00088588893,0.0053533167,0.013327459,0.0051513985,0.0026501492,-0.0031042993,0.00047983974,-0.0038245954,0.003966987,0.0011171866,-0.001415059,0.0025081607,0.003181979,-0.0022288933
IPSCG_E3_P5_IP_k27ac_I16,0.012730163,0.003107328,0.0028606877,0.0073676333,0.013165061,0.007464133,0.0026327074,-0.00035950541,-0.0016169697,-0.0027954094,0.0025494993,-0.0019534156,-0.0005509816,0.003940166,0.006090708,-0.0026264042
IPSCG_E3_P5_IP_k27ac_M16,0.014939375,0.0067385323,-0.0042583346,0.0024539419,0.017005945,0.007421747,0.004289802,-0.0004748553,0.0014454052,-0.002530884,0.00014044344,0.00048749335,-0.0014394186,0.002126487,0.0027927533,-0.004230164
IPSCG_E3_P5_IP_k27ac_P11,0.006339263,0.0051698424,-0.0043223947,0.0009903386,0.009382453,0.004514605,0.008369299,-0.00053182244,-0.0026851594,-0.0010385178,0.0024085864,-0.0006917827,-0.0052791648,0.003847652,0.004552208,-0.004910946
IPSCG_E3_P5_IP_k27ac_P16,0.011679132,0.0063476153,0.00036084652,0.0015854426,0.006684266,0.0032807589,0.0023946501,-0.002435103,-0.00075772405,-0.0007432662,0.0037534162,0.0012868233,-0.0013921838,0.0029077064,0.003200844,-0.0014996082
IPSCG_E3_P5_IP_k27ac_P17,0.0039091595,0.0067455433,-0.002340138,0.0018709898,0.010879056,0.003670685,-0.0013596527,-0.006403737,0.00093295425,-0.004430283,0.0040265545,0.0003034752,-0.0023738984,0.003918945,0.0017255247,0.00081754476
IPSCG_E3_P5_IP_k27ac_P19,0.010023195,0.006270405,-0.0031135753,0.0029786788,0.012243674,0.0025784299,0.0010114536,-0.004247047,-0.002036348,-0.0022219233,0.005977802,0.0003761407,-0.002362132,0.0076609254,0.004229538,-0.0011650994
IPSCG_E3_P5_IP_k27ac_P20,0.006543372,0.0025628768,-0.001830101,-0.0012708381,0.00983037,0.0026461706,0.0032240562,-0.00277514,0.0011864454,-0.0026501603,0.0010812953,-0.0011093225,-0.001980815,0.001999732,0.003045924,-0.00041384995
IPSCG_E3_P5_IP_k27ac_P21,0.008942984,0.005100202,-0.005986929,0.0009664893,0.011408867,0.0020301268,0.0033672303,0.0014251396,-0.0017843395,-0.0010428503,0.0033947155,-0.0017419904,-0.0022665374,0.004911557,0.0037090927,-0.00421986
IPSCG_E3_P5_IP_k27ac_P22,0.010456409,0.004549358,-0.0034763739,0.004851762,0.01462669,0.004246637,-0.00080225244,-0.0066063255,-0.002279006,-0.0030776598,0.005560845,-0.0012921598,-0.003857471,0.0027315244,0.0058577433,-0.0008759275
IPSCG_E3_P5_IP_k27ac_P23,0.013730254,0.005679194,-0.0041193366,-6.2365085e-05,0.008174649,-0.00024207681,0.0038644634,-0.0036082417,-0.0053339303,-0.001796972,0.0037872866,0.003431201,-0.0015332941,0.0023494158,0.003757365,-0.0023093969
IPSCG_E3_P5_IP_k27ac_P5,0.013436712,0.004745852,-0.0061040744,0.0012956373,0.0114497235,-0.00059211254,0.009076808,0.00029271096,-0.0022578463,-5.7857484e-05,0.005912833,-0.0020534266,-0.0031791627,0.0015630303,0.0029600933,-0.0025249794
IPSCG_E3_P5_IP_k27ac_P9,0.009802397,0.010342207,-0.0024578646,0.006375801,0.011449436,0.0028116181,-0.00015991554,-0.0068337694,0.0022797808,0.0010767095,0.006456971,0.0009132754,-0.002162896,0.004034753,0.0061877817,-0.0041680634
IPSCG_E3_P5_IP_k27ac_C22,0.010436829,0.0058978833,-0.0019696206,0.0050815977,0.017681276,0.007836387,0.0016722456,-0.0039990097,0.0014571324,-0.00059056655,0.0004159212,-0.0022491813,-0.005164532,0.0009841863,0.0051368177,-0.0052124783
IPSCG_E3_P5_IP_k27ac_B18,0.008007769,0.0033054017,-0.00905811,0.0024581663,0.016921293,-0.0036573485,-0.0018371418,0.0019200891,0.0006431788,0.0016923063,-0.00011962652,-0.002054559,0.000675166,0.0034518745,0.0038034618,-0.0032323971
IPSCG_E3_P5_IP_k27ac_C9,0.011087321,0.006699782,-0.0032220185,0.004600711,0.012092129,0.0044060946,0.0017033666,-0.0045573413,-0.00057121366,0.002557572,0.004384175,-0.002322089,-0.0030463394,0.007093765,0.004308246,-0.0028136373
IPSCG_E3_P5_IP_k27ac_I17,0.009073317,0.0050857477,-0.002918899,0.0019276328,0.011491609,0.0053979233,-0.0017351806,-0.0037996694,-0.0008196905,-0.0013798587,0.0013855174,-0.0015753638,-0.0018985122,0.004127724,0.0012587532,0.0012878701
IPSCG_E3_P5_IP_k27ac_N9,0.0064620264,0.0041504838,-0.004974,0.005967211,0.015651379,0.0011309087,0.00028415397,-0.0018237829,-0.000198178,-0.0028815456,0.007872939,-0.0014670659,-0.0012711678,0.0047406573,0.0056704506,-0.003794603
IPSCG_E3_P5_IP_k27ac_M24,0.010880869,0.00683723,-0.0018420741,0.003092751,0.011674385,0.0059309974,0.0030828752,-0.00032804906,-0.0018918961,-0.0019520298,0.0019534603,-0.00040655956,-0.0025579222,0.0050785476,0.004944518,-0.0028611943
IPSCG_E3_P5_IP_k27ac_O10,0.010290142,0.005035538,-0.0048289,0.0037021302,0.010903726,0.004666105,0.0027056076,-0.0014968961,0.005420901,-0.0019890033,0.0010101795,-0.00030642375,-0.002603311,0.0028724521,0.0005880445,-0.00086737424
IPSCG_E3_P5_IP_k27ac_J10,0.012054805,0.0062052496,-0.0059801117,0.0071422607,0.01348904,-0.0004659146,-0.0011353977,-0.0031166822,0.002753988,-0.0014109574,0.002386868,-0.0013118535,-0.0016881563,0.00075694546,0.0057559162,-0.002682902
IPSCG_E3_P5_IP_k27ac_J22,0.0100300275,0.005534414,-0.006046951,0.0052359365,0.018711226,0.002375491,-0.0044287182,-0.0066815764,-0.00020443648,-0.002240967,-0.0025632083,0.0010466855,-0.0032170005,0.0019355956,0.0023749024,-0.0005383566
IPSCG_E3_P5_IP_k27ac_D18,0.010688689,0.002054289,-0.005784251,-0.00060873106,0.013416069,0.0013638884,0.004162902,0.0025265813,-0.0025899857,-0.0026411861,-0.002157621,-0.0013386346,-0.00040704757,0.001679874,0.00028752536,-0.003910631
IPSCG_E3_P5_IP_k27ac_E9,0.007882461,0.009284873,-0.0050482973,0.007018123,0.014396972,0.006034337,0.002656754,-0.00684081,0.0020913333,0.0015668832,0.00073648244,0.0021521747,-0.004243901,0.008999996,0.0021906048,-0.0060430467
IPSCG_E3_P5_IP_k27ac_B9,0.012789838,0.008065011,-0.0065038875,0.0010243095,0.014697091,0.0025130734,0.002781652,-0.002929747,-0.0008395836,0.002481211,0.008317247,-0.0017452613,-0.0032571089,0.006502753,0.0045112893,-0.0062067136
IPSCG_E3_P5_IP_k27ac_A19,0.009370215,0.0077671222,0.0017616674,0.0033838265,0.004571039,0.007189654,0.0033420287,-0.005498871,-0.0012198761,0.00046542287,0.007476166,0.0034323726,-0.0035855118,0.0069032554,0.006149791,-0.0010234937
IPSCG_E3_P5_IP_k27ac_I21,0.011839304,0.0054308437,-0.0022533536,0.0051209778,0.0147145325,0.0052365065,-0.0009484142,0.0007599667,-0.0017533302,0.00052820146,0.004081495,-0.002111392,-0.00085090473,0.0039019343,0.0062903836,-0.0040939674
IPSCG_E3_P5_IP_k27ac_A1,0.0109417625,0.0059306435,-0.0039264113,0.0036134683,0.011696762,5.0239265e-05,0.0014543198,-0.0024373978,-0.0021202788,0.0017747581,-0.00032252818,0.002365319,-0.0030780006,0.004115876,0.0036212802,-0.0020539388
IPSCG_E3_P5_IP_k27ac_B4,0.008358829,0.0036712922,-0.00690303,0.0017911308,0.014880884,-0.004312746,0.0028781816,0.0023197234,-0.0011075884,-0.0017818063,-0.0004675761,-0.006356977,-0.0023384504,0.0014713928,-0.0004733242,-0.00048562884
IPSCG_E3_P5_IP_k27ac_C3,0.009052563,0.0040065683,-0.00085590035,0.0014222004,0.011443899,0.0043471977,0.0030500628,-0.0028695166,-0.0007883981,0.001375176,0.0011265799,-0.0016232897,-0.002186576,0.0033820998,0.0031475276,-0.0025126338
IPSCG_E3_P5_IP_k27ac_H1,0.01129083,0.0053936876,-0.006132908,0.004613105,0.011690198,-0.0025901645,-0.002292741,-0.0030933246,-0.002269581,-0.0024863482,0.0018137619,0.0018277634,-0.0013058707,0.0031874161,0.0040491894,-0.00076472014
IPSCG_E3_P5_IP_k27ac_J1,0.007899318,0.0022009052,-0.009509057,0.004374273,0.017965673,-0.001240477,-0.0030480884,-0.0011186749,-0.0011737794,-0.005081415,-0.002799198,-0.0021733213,-0.00015334785,0.0030311868,0.001152277,-0.0003110543
IPSCG_E3_P5_IP_k27ac_J3,0.0086306,0.0043928586,-0.0031321868,0.004316587,0.011755006,0.005691834,-0.0002700016,-0.0033806488,0.003406383,-0.0009409338,-0.0022121295,-0.0027646683,-0.0010552071,0.001193597,0.00012583286,-0.0005158037
IPSCG_E3_P5_IP_k27ac_M1,0.008827228,0.0028445981,-0.002961345,0.002717249,0.016150026,0.0015036836,0.0013228729,-0.0029814616,0.00013761967,-0.00133821,-0.0011287257,-0.00044191815,-0.0008376278,0.006450042,0.0035457686,-0.0029523596
IPSCG_E3_P5_IP_k27ac_M11,0.009087693,0.00299846,-0.004321061,0.0023370571,0.009510489,0.005668789,0.009146102,0.0016543344,0.00044828653,-0.00068660453,0.0014432296,-0.0021761712,-0.0027591288,0.004026396,0.0043940544,-0.004930906
IPSCG_E3_P5_IP_k27ac_O1,0.00965498,-0.00032623857,-0.0101941,-0.0013986118,0.014515088,-0.0016212761,0.0013764352,-0.0010082275,-0.00464312,-0.004300773,-0.00053070486,0.0003200192,0.0005503744,0.0062993118,0.0012036115,0.001443088
IPSCG_E3_P5_IP_k27ac_A4,0.008776668,0.006768342,-0.0032540187,0.001254458,0.012352546,-0.0003599301,0.0011247322,-0.002515927,-0.001211606,0.00109208,-0.0036643893,-0.0013182163,-0.006285649,0.0027050339,-0.002260156,-0.0020035878
IPSCG_E3_P5_IP_k27ac_B5,0.012205537,0.0057185926,-0.007968321,0.001073204,0.01440741,-0.0017871559,0.0041928366,0.0025741458,-0.00059354305,0.00096469745,0.0026690662,-0.0031102654,-0.0025493335,0.001276819,0.0023266897,-0.0012906939
IPSCG_E3_P5_IP_k27ac_F4,0.010844391,0.0076195262,-0.0024168864,0.0027410574,0.0069448417,-0.0026256964,0.004836265,-0.0012237802,-0.0038361624,-0.0039334446,0.0023459345,-0.0011275057,-0.006353652,0.001058463,0.0003254488,-0.0007127151
IPSCG_E3_P5_IP_k27ac_F9,0.013888612,0.008747149,-0.002609983,0.006251838,0.01211268,-0.00026402622,0.001037769,-0.0066122413,-0.0031726211,-0.0042435676,0.005469747,-0.0011890605,-0.0055313446,0.0028105062,0.0037855208,-0.001663737
IPSCG_E3_P5_IP_k27ac_P2,0.009702884,0.0028382204,-0.008068569,0.0028379,0.014150248,0.0012975931,0.0023851506,-0.0038101524,-0.0025844872,-0.0042869,0.0053745136,-0.0011808667,-0.0049430914,0.0035171509,0.003278792,-0.0010778904
IPSCG_E3_P5_IP_k27ac_A17,0.008725118,0.008165043,-0.0028122962,-4.287809e-06,0.008830007,0.00422211,-0.0007364042,-0.006011203,-0.0009865686,-0.00012381747,0.0011702254,0.00041422062,-0.0035712123,0.005649465,0.00094147027,0.0011681542
IPSCG_E3_P5_IP_k27ac_F8,0.009836365,0.007411275,-0.0013199374,0.0045734122,0.010648141,-9.2580914e-05,0.0008186735,-0.00389041,-0.00024614483,-0.0040152,0.003098391,-0.0011181664,-0.0052265655,0.003623994,0.0026866347,-0.0020368397
IPSCG_E3_P5_IP_k27ac_J12,0.0068727247,0.0058323555,-0.006030917,0.0035914518,0.011286198,0.0062397867,0.003923949,-0.002061911,0.0027478337,-0.0041831993,9.863824e-05,-0.0033501107,-0.0034147538,-0.0033038538,0.0005937889,0.0007612854
